Version,File_name,LOC_Touched,LOC_Added,MaxLOC_Added,AvgLOC_Added,Churn,Max_Churn,Avg_Churn,NR,NFix,Buggy
1,stream/common/src/main/java/org/apache/bookkeeper/common/util/IRevisioned.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/util/Recycled.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/resolver/NameResolverProviderFactory.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/resolver/AbstractNameResolver.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/resolver/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/resolver/NameResolverFactoryProvider.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/resolver/StaticNameResolver.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/resolver/ServiceNameResolverProvider.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/proxy/ChannelFinder.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/proxy/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/proxy/ProxyServerCallHandler.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/proxy/ProxyHandlerRegistry.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/proxy/ProxyCall.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/netty/IdentityBinaryMarshaller.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/netty/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/netty/LongBinaryMarshaller.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/netty/IdentityInputStreamMarshaller.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/ClientStats.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringClientInterceptor.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringServerCall.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringServerInterceptor.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringClientCall.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/ServerStats.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringServerCallListener.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/main/java/org/apache/bookkeeper/common/grpc/stats/MonitoringClientCallListener.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/coder/TestStringUtf8Coder.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/coder/TestVarIntCoder.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/coder/TestByteArrayCoder.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/coder/CoderBasicTestCase.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/reslover/TestSimpleNameResolver.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/router/HashRouterTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/util/TestVarInt.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/util/TestBytes.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/util/TestExceptionUtils.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/grpc/proxy/PingPongServiceTestBase.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/grpc/proxy/DirectPingPongServiceTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/grpc/proxy/ProxyPingPongServiceTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/grpc/netty/LongBinaryMarshallerTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/grpc/netty/IdentityInputStreamMarshallerTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/grpc/netty/IdentityBinaryMarshallerTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/grpc/stats/GrpcStatsIntegrationTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/grpc/stats/ServerStatsTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/common/src/test/java/org/apache/bookkeeper/common/grpc/stats/ClientStatsTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/PByteBufTableImpl.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/IncrementRequestProcessor.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/TxnRequestProcessor.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/PutRequestProcessor.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/DeleteRequestProcessor.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/KvUtils.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/interceptors/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/TableRangeFactory.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/RangeRequestProcessor.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/PByteBufTableRangeImpl.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/ByteBufTableImpl.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/main/java/org/apache/bookkeeper/clients/impl/kv/PByteBufSimpleTableImpl.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/TestKvUtils.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/TestPByteBufTableImpl.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/TxnRequestProcessorTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/RangeRequestProcessorTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/PutRequestProcessorTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/IncrementRequestProcessorTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/DeleteRequestProcessorTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/kv/src/test/java/org/apache/bookkeeper/clients/impl/kv/ByteBufTableImplTest.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/StorageContainerChannelManager.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/StorageContainerInfo.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/StorageContainerClientInterceptor.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/StorageContainerChannel.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/StorageContainerChannelFactory.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/container/StorageContainerManager.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/channel/StorageServerChannel.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/channel/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/channel/StorageServerChannelManager.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/ProtocolInternalUtils.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/LocationClientImpl.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/StorageServerClientManagerImpl.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/mr/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/mr/MetaRangeRequestProcessor.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/StreamMetadataCache.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/MetaRangeClientImpl.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/RootRangeClientImpl.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/StreamRanges.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/MetaRangeClient.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/StorageServerClientManager.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/LocationClient.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/RootRangeClient.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/api/HashStreamRanges.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/internal/RootRangeClientImplWithRetries.java,0,0,0,0.0,0,0,0.0,0,0,No
1,stream/clients/java/base/src/main/java/org/apache/bookkeeper/clients/impl/routing/package-info.java,0,0,0,0.0,0,0,0.0,0,0,No
